ASBID,CATEGORY,PROPERTY,OBJECT,DATATYPE
GN0VN66U,,ZWGRUPPE,130031100000000,
GN0VN66U,,SCHADEN,130046120000000,
GN0VN66U,,MENGE_ALL,130052400000000,
GN0VN66U,,MENGE_DI,0,
GN0VN66U,,UEBERBAU,130071000000000,
GN0VN66U,,FELD,0,
GN0VN66U,,LAENGS,0,
GN0VN66U,,QUER,0,
GN0VN66U,,HOCH,0,
GN0VN66U,,BEWERT_D,1,
GN0VN66U,,BEWERT_V,0,
GN0VN66U,,BEWERT_S,0,
GN0VN66U,,S_VERAEND,0,
GN0VN66U,,BEMERK1,0,text
GN0VN66U,,BEMERK2,0,text
GN0VN66U,,BEMERK3,0,text
GN0VN66U,,BEMERK4,0,text
GN0VN66U,,BEMERK5,0,text
GN0VN66U,,BEMERK6,0,text
GN0VN66U,,BWNR,B115,
GN0VN66U,,TEIL_BWNR,0,
GN0VN66U,,IBWNR,B115,
GN0VN66U,,IDENT,GN0VN66U,
GN0VN66U,,AMT,533,text
GN0VN66U,,PRUFJAHR,2022,year
GN0VN66U,,PRA,E,
GN0VN66U,,TEXT,punktuell an Schalankerstellen. Prüfung EP2022: Stellen augenscheinlich trocken,text
GN0VN66U,,BILD,\EP2022--S123.JPG,
GN0VN66U,,KONT_JN,2,
GN0VN66U,,NOT_KONST,0,
GN0VN66U,,KONVERT,0,
GN0VN66U,,SCHAD_ID,123.0,
GN0VN66U,,BSP_ID,002-12,
GN0VN66U,,BAUTLGRUP,390021100000000,
GN0VN66U,,DETAILKONT,0,
ZO11A33L,,ID_NR,B115    0,
ZO11A33L,,BAUTEIL,130011151000000,
ZO11A33L,,KONTEIL,0,
ZO11A33L,,ZWGRUPPE,130031100000000,
ZO11A33L,,SCHADEN,130047110000000,
ZO11A33L,,MENGE_ALL,130052600000000,
ZO11A33L,,MENGE_DI,0,
ZO11A33L,,UEBERBAU,130071000000000,
ZO11A33L,,FELD,0,
ZO11A33L,,LAENGS,0,
ZO11A33L,,QUER,0,
ZO11A33L,,HOCH,0,
ZO11A33L,,BEWERT_D,2,
ZO11A33L,,BEWERT_V,0,
ZO11A33L,,BEWERT_S,0,
ZO11A33L,,S_VERAEND,0,
ZO11A33L,,BEMERK1,0,text
ZO11A33L,,BEMERK2,0,text
ZO11A33L,,BEMERK3,0,text
ZO11A33L,,BEMERK4,0,text
ZO11A33L,,BEMERK5,0,text
ZO11A33L,,BEMERK6,0,text
ZO11A33L,,BWNR,B115,
ZO11A33L,,TEIL_BWNR,0,
ZO11A33L,,IBWNR,B115,
ZO11A33L,,IDENT,ZO11A33L,
ZO11A33L,,AMT,533,text
ZO11A33L,,PRUFJAHR,2013,year
ZO11A33L,,PRA,H,
ZO11A33L,,TEXT,Skizze 2013-S6,text
ZO11A33L,,BILD,\ABPLATZUNGEN MIT FREILIEGENDER BEWEHRUNG -1- 2013.JPG,
ZO11A33L,,KONT_JN,2,
ZO11A33L,,NOT_KONST,0,
ZO11A33L,,KONVERT,0,
ZO11A33L,,SCHAD_ID,32.0,
ZO11A33L,,BSP_ID,002-99,
ZO11A33L,,BAUTLGRUP,390021100000000,
ZO11A33L,,DETAILKONT,0,
4B0W1X74,,ID_NR,B115    0,
4B0W1X74,,LFDNR,65.0,
4B0W1X74,,BAUTEIL,130011151400000,
4B0W1X74,,KONTEIL,0,
4B0W1X74,,ZWGRUPPE,0,
4B0W1X74,,SCHADEN,130047110000000,
4B0W1X74,,MENGE_ALL,130053500000000,
4B0W1X74,,MENGE_DI,0,
4B0W1X74,,UEBERBAU,130071000000000,
4B0W1X74,,FELD,0,
4B0W1X74,,LAENGS,130091300000000,
4B0W1X74,,QUER,130101200000000,
4B0W1X74,,HOCH,0,
4B0W1X74,,BEWERT_D,1,
4B0W1X74,,BEWERT_V,0,
4B0W1X74,,BEWERT_S,0,
4B0W1X74,,S_VERAEND,0,
4B0W1X74,,BEMERK1,0,text
4B0W1X74,,BEMERK2,0,text
4B0W1X74,,BEMERK3,0,text
4B0W1X74,,BEMERK4,0,text
4B0W1X74,,BEMERK5,0,text
4B0W1X74,,BEMERK6,0,text
4B0W1X74,,BWNR,B115,
4B0W1X74,,TEIL_BWNR,0,
4B0W1X74,,IBWNR,B115,
4B0W1X74,,IDENT,4B0W1X74,
4B0W1X74,,AMT,533,text
4B0W1X74,,PRUFJAHR,2007,year
4B0W1X74,,PRA,H,
4B0W1X74,,TEXT, ,text
4B0W1X74,,KONT_JN,2,
4B0W1X74,,NOT_KONST,0,
4B0W1X74,,KONVERT,0,
4B0W1X74,,SCHAD_ID,65.0,
4B0W1X74,,BSP_ID,001-99,
4B0W1X74,,BAUTLGRUP,390021100000000,
4B0W1X74,,DETAILKONT,0,
4B0W1X65,,ID_NR,B115    0,
4B0W1X65,,BAUTEIL,0,
4B0W1X65,,KONTEIL,130022530000000,
4B0W1X65,,ZWGRUPPE,130033300000000,
4B0W1X65,,SCHADEN,130045130000000,
4B0W1X65,,MENGE_ALL,130052400000000,
4B0W1X65,,MENGE_DI,0,
4B0W1X65,,UEBERBAU,130071000000000,
4B0W1X65,,FELD,0,
4B0W1X65,,LAENGS,0,
4B0W1X65,,QUER,130101200000000,
4B0W1X65,,HOCH,0,
4B0W1X65,,BEWERT_D,1,
4B0W1X65,,BEWERT_V,0,
4B0W1X65,,BEWERT_S,0,
4B0W1X65,,S_VERAEND,0,
4B0W1X65,,BEMERK1,0,text
4B0W1X65,,BEMERK2,0,text
4B0W1X65,,BEMERK3,0,text
4B0W1X65,,BEMERK4,0,text
4B0W1X65,,BEMERK5,0,text
4B0W1X65,,BEMERK6,0,text
4B0W1X65,,BWNR,B115,
4B0W1X65,,TEIL_BWNR,0,
4B0W1X65,,IBWNR,B115,
4B0W1X65,,IDENT,4B0W1X65,
4B0W1X65,,AMT,533,text
4B0W1X65,,PRUFJAHR,2010,year
4B0W1X65,,PRA,E,
4B0W1X65,,TEXT,sowie bewachsen,text
4B0W1X65,,BILD,\RISSE UND BEWUCHS.JPG,
4B0W1X65,,KONT_JN,0,
4B0W1X65,,NOT_KONST,0,
4B0W1X65,,KONVERT,0,
4B0W1X65,,SCHAD_ID,103.0,
4B0W1X65,,BSP_ID,244-99,
4B0W1X65,,BAUTLGRUP,390022250000000,
4B0W1X65,,DETAILKONT,0,
ES10P9BN,,ID_NR,B115    0,
ES10P9BN,,LFDNR,41.0,
ES10P9BN,,BAUTEIL,130011151000000,
ES10P9BN,,KONTEIL,130022211112000,
ES10P9BN,,ZWGRUPPE,0,
ES10P9BN,,SCHADEN,130047210000000,
ES10P9BN,,MENGE_ALL,130052400000000,
ES10P9BN,,MENGE_DI,0,
ES10P9BN,,UEBERBAU,130071000000000,
ES10P9BN,,FELD,0,
ES10P9BN,,LAENGS,0,
ES10P9BN,,QUER,130101300000000,
ES10P9BN,,HOCH,0,
ES10P9BN,,BEWERT_D,1,
ES10P9BN,,BEWERT_V,0,
ES10P9BN,,BEWERT_S,1,
ES10P9BN,,S_VERAEND,0,
ES10P9BN,,BEMERK1,0,text
ES10P9BN,,BEMERK2,0,text
ES10P9BN,,BEMERK3,0,text
ES10P9BN,,BEMERK4,0,text
ES10P9BN,,BEMERK5,0,text
ES10P9BN,,BEMERK6,0,text
ES10P9BN,,BWNR,B115,
ES10P9BN,,TEIL_BWNR,0,
ES10P9BN,,IBWNR,B115,
ES10P9BN,,IDENT,ES10P9BN,
ES10P9BN,,AMT,533,text
ES10P9BN,,PRUFJAHR,2022,year
ES10P9BN,,PRA,E,
ES10P9BN,,BILD,\EP2022-S24.JPG,
ES10P9BN,,KONT_JN,2,
ES10P9BN,,NOT_KONST,0,
ES10P9BN,,KONVERT,0,
ES10P9BN,,SCHAD_ID,24.0,
ES10P9BN,,BSP_ID,252-08,
ES10P9BN,,BAUTLGRUP,390022220000000,
ES10P9BN,,DETAILKONT,0,
ES10PM1K,,ID_NR,B115    0,
ES10PM1K,,LFDNR,50.0,
ES10PM1K,,BAUTEIL,130011151000000,
ES10PM1K,,KONTEIL,130021832000000,
ES10PM1K,,ZWGRUPPE,130031130000000,
ES10PM1K,,SCHADEN,130041570000000,
ES10PM1K,,MENGE_ALL,130051800000000,
ES10PM1K,,MENGE_DI,0,
ES10PM1K,,UEBERBAU,130071000000000,
ES10PM1K,,FELD,0,
ES10PM1K,,LAENGS,0,
ES10PM1K,,QUER,130101300000000,
ES10PM1K,,HOCH,0,
ES10PM1K,,BEWERT_D,1,
ES10PM1K,,BEWERT_V,0,
ES10PM1K,,BEWERT_S,0,
ES10PM1K,,S_VERAEND,0,
ES10PM1K,,BEMERK1,0,text
ES10PM1K,,BEMERK2,0,text
ES10PM1K,,BEMERK3,0,text
ES10PM1K,,BEMERK4,0,text
ES10PM1K,,BEMERK5,0,text
ES10PM1K,,BEMERK6,0,text
ES10PM1K,,BWNR,B115,
ES10PM1K,,TEIL_BWNR,0,
ES10PM1K,,IBWNR,B115,
ES10PM1K,,IDENT,ES10PM1K,
ES10PM1K,,AMT,533,text
ES10PM1K,,PRUFJAHR,2022,year
ES10PM1K,,PRA,E,
ES10PM1K,,TEXT, ,text
ES10PM1K,,BILD,\EP2022-S49.JPG,
ES10PM1K,,KONT_JN,2,
ES10PM1K,,NOT_KONST,0,
ES10PM1K,,KONVERT,0,
ES10PM1K,,SCHAD_ID,49.0,
ES10PM1K,,BSP_ID,230-01,
ES10PM1K,,BAUTLGRUP,390022180000000,
ES10PM1K,,DETAILKONT,0,
D50WUKNA,,ID_NR,B115    0,
D50WUKNA,,LFDNR,0.0,
D50WUKNA,,BAUTEIL,130011913000000,
D50WUKNA,,KONTEIL,130022214400000,
D50WUKNA,,ZWGRUPPE,0,
D50WUKNA,,SCHADEN,130041720000000,
D50WUKNA,,MENGE_ALL,130051200000000,
D50WUKNA,,MENGE_DI,0,
D50WUKNA,,UEBERBAU,130071000000000,
D50WUKNA,,FELD,0,
D50WUKNA,,LAENGS,130091100000000,
D50WUKNA,,QUER,0,
D50WUKNA,,HOCH,0,
D50WUKNA,,BEWERT_D,3,
D50WUKNA,,BEWERT_V,0,
D50WUKNA,,BEWERT_S,1,
D50WUKNA,,S_VERAEND,0,
D50WUKNA,,BEMERK1,0,text
D50WUKNA,,BEMERK2,0,text
D50WUKNA,,BEMERK3,0,text
D50WUKNA,,BEMERK4,0,text
D50WUKNA,,BEMERK5,0,text
D50WUKNA,,BEMERK6,0,text
D50WUKNA,,BWNR,B115,
D50WUKNA,,TEIL_BWNR,0,
D50WUKNA,,IBWNR,B115,
D50WUKNA,,IDENT,D50WUKNA,
D50WUKNA,,AMT,533,text
D50WUKNA,,PRUFJAHR,2022,year
D50WUKNA,,PRA,E,
D50WUKNA,,TEXT,"Auflagerbank durchfeuchtet, Tausalzeintrag in das Widerlager",text
D50WUKNA,,BILD,\EP2022-S147.JPG,
D50WUKNA,,KONT_JN,0,
D50WUKNA,,NOT_KONST,0,
D50WUKNA,,KONVERT,0,
D50WUKNA,,SCHAD_ID,147.0,
D50WUKNA,,BSP_ID,252-04,
D50WUKNA,,BAUTLGRUP,390022220000000,
D50WUKNA,,DETAILKONT,0,
D50WW2R2,,ID_NR,B115    0,
D50WW2R2,,LFDNR,75.0,
D50WW2R2,,BAUTEIL,130011000000000,
D50WW2R2,,KONTEIL,130021631100000,
D50WW2R2,,ZWGRUPPE,0,
D50WW2R2,,SCHADEN,130046150000000,
D50WW2R2,,MENGE_ALL,130052400000000,
D50WW2R2,,MENGE_DI,0,
D50WW2R2,,UEBERBAU,130071000000000,
D50WW2R2,,FELD,0,
D50WW2R2,,LAENGS,130091400000000,
D50WW2R2,,QUER,0,
D50WW2R2,,HOCH,0,
D50WW2R2,,BEWERT_D,2,
D50WW2R2,,BEWERT_V,0,
D50WW2R2,,BEWERT_S,0,
D50WW2R2,,S_VERAEND,0,
D50WW2R2,,BEMERK1,0,text
D50WW2R2,,BEMERK2,0,text
D50WW2R2,,BEMERK3,0,text
D50WW2R2,,BEMERK4,0,text
D50WW2R2,,BEMERK5,0,text
D50WW2R2,,BEMERK6,0,text
D50WW2R2,,BWNR,B115,
D50WW2R2,,TEIL_BWNR,0,
D50WW2R2,,IBWNR,B115,
D50WW2R2,,IDENT,D50WW2R2,
D50WW2R2,,AMT,533,text
D50WW2R2,,PRUFJAHR,2022,year
D50WW2R2,,PRA,E,
D50WW2R2,,TEXT, ,text
D50WW2R2,,BILD,\EP2022-S148.JPG,
D50WW2R2,,KONT_JN,2,
D50WW2R2,,NOT_KONST,0,
D50WW2R2,,KONVERT,0,
D50WW2R2,,SCHAD_ID,148.0,
D50WW2R2,,BSP_ID,226-02,
D50WW2R2,,BAUTLGRUP,390022160000000,
D50WW2R2,,DETAILKONT,0,
D50XC0MH,,ID_NR,B115    0,
D50XC0MH,,LFDNR,65.0,
D50XC0MH,,BAUTEIL,130011151000000,
D50XC0MH,,KONTEIL,130022211112000,
D50XC0MH,,ZWGRUPPE,0,
D50XC0MH,,SCHADEN,130041540000000,
D50XC0MH,,MENGE_ALL,130052300000000,
D50XC0MH,,MENGE_DI,0,
D50XC0MH,,UEBERBAU,130071000000000,
D50XC0MH,,FELD,0,
D50XC0MH,,LAENGS,0,
D50XC0MH,,QUER,130101300000000,
D50XC0MH,,HOCH,0,
D50XC0MH,,BEWERT_D,1,
D50XC0MH,,BEWERT_V,0,
D50XC0MH,,BEWERT_S,0,
D50XC0MH,,S_VERAEND,0,
D50XC0MH,,BEMERK1,0,text
D50XC0MH,,BEMERK2,0,text
D50XC0MH,,BEMERK3,0,text
D50XC0MH,,BEMERK4,0,text
D50XC0MH,,BEMERK5,0,text
D50XC0MH,,BEMERK6,0,text
D50XC0MH,,BWNR,B115,
D50XC0MH,,TEIL_BWNR,0,
D50XC0MH,,IBWNR,B115,
D50XC0MH,,IDENT,D50XC0MH,
D50XC0MH,,AMT,533,text
D50XC0MH,,PRUFJAHR,2022,year
D50XC0MH,,PRA,E,
D50XC0MH,,TEXT,"Vogelnest und Vogelkot
***",text
D50XC0MH,,BILD,\EP2022-S149.JPG,
D50XC0MH,,KONT_JN,2,
D50XC0MH,,NOT_KONST,0,
D50XC0MH,,KONVERT,0,
D50XC0MH,,SCHAD_ID,149.0,
D50XC0MH,,BSP_ID,252-04,
D50XC0MH,,BAUTLGRUP,390022220000000,
D50XC0MH,,DETAILKONT,0,
D50XGDLS,,ID_NR,B115    0,
D50XGDLS,,LFDNR,0.0,
D50XGDLS,,BAUTEIL,130011913000000,
D50XGDLS,,KONTEIL,0,
D50XGDLS,,ZWGRUPPE,130031100000000,
D50XGDLS,,SCHADEN,130041530000000,
D50XGDLS,,MENGE_ALL,130052300000000,
D50XGDLS,,MENGE_DI,0,
D50XGDLS,,UEBERBAU,130071000000000,
D50XGDLS,,FELD,0,
D50XGDLS,,LAENGS,130091400000000,
D50XGDLS,,QUER,0,
D50XGDLS,,HOCH,0,
D50XGDLS,,BEWERT_D,1,
D50XGDLS,,BEWERT_V,0,
D50XGDLS,,BEWERT_S,0,
D50XGDLS,,S_VERAEND,0,
D50XGDLS,,BEMERK1,0,text
D50XGDLS,,BEMERK2,0,text
D50XGDLS,,BEMERK3,0,text
D50XGDLS,,BEMERK4,0,text
D50XGDLS,,BEMERK5,0,text
D50XGDLS,,BEMERK6,0,text
D50XGDLS,,BWNR,B115,
D50XGDLS,,TEIL_BWNR,0,
D50XGDLS,,IBWNR,B115,
D50XGDLS,,IDENT,D50XGDLS,
D50XGDLS,,AMT,533,text
D50XGDLS,,PRUFJAHR,2022,year
D50XGDLS,,PRA,E,
D50XGDLS,,TEXT, ,text
D50XGDLS,,BILD,\EP2022-S150.JPG,
D50XGDLS,,KONT_JN,0,
D50XGDLS,,NOT_KONST,0,
D50XGDLS,,KONVERT,0,
D50XGDLS,,SCHAD_ID,150.0,
D50XGDLS,,BSP_ID,020-02,
D50XGDLS,,BAUTLGRUP,390021200000000,
D50XGDLS,,DETAILKONT,0,
D50XW8V2,,ID_NR,B115    0,
D50XW8V2,,LFDNR,0.0,
D50XW8V2,,BAUTEIL,130011151000000,
D50XW8V2,,KONTEIL,130022500000000,
D50XW8V2,,ZWGRUPPE,130031610000000,
D50XW8V2,,SCHADEN,130045130000000,
D50XW8V2,,MENGE_ALL,130052300000000,
D50XW8V2,,MENGE_DI,0,
D50XW8V2,,UEBERBAU,130071000000000,
D50XW8V2,,FELD,0,
D50XW8V2,,LAENGS,0,
D50XW8V2,,QUER,0,
D50XW8V2,,HOCH,0,
D50XW8V2,,BEWERT_D,1,
D50XW8V2,,BEWERT_V,0,
D50XW8V2,,BEWERT_S,0,
D50XW8V2,,S_VERAEND,0,
D50XW8V2,,BEMERK1,0,text
D50XW8V2,,BEMERK2,0,text
D50XW8V2,,BEMERK3,0,text
D50XW8V2,,BEMERK4,0,text
D50XW8V2,,BEMERK5,0,text
D50XW8V2,,BEMERK6,0,text
D50XW8V2,,BWNR,B115,
D50XW8V2,,TEIL_BWNR,0,
D50XW8V2,,IBWNR,B115,
D50XW8V2,,IDENT,D50XW8V2,
D50XW8V2,,AMT,533,text
D50XW8V2,,PRUFJAHR,2022,year
D50XW8V2,,PRA,E,
D50XW8V2,,TEXT, ,text
D50XW8V2,,BILD,\EP2022-S153.JPG,
D50XW8V2,,KONT_JN,0,
D50XW8V2,,NOT_KONST,0,
D50XW8V2,,KONVERT,0,
D50XW8V2,,SCHAD_ID,153.0,
D50XW8V2,,BSP_ID,241-17,
D50XW8V2,,BAUTLGRUP,390022250000000,
D50XW8V2,,DETAILKONT,0,
D50XX5KX,,ID_NR,B115    0,
D50XX5KX,,LFDNR,59.0,
D50XX5KX,,BAUTEIL,130011151000000,
D50XX5KX,,KONTEIL,130022121110000,
D50XX5KX,,ZWGRUPPE,130031334000000,
D50XX5KX,,SCHADEN,130041430000000,
D50XX5KX,,MENGE_ALL,130053500000000,
D50XX5KX,,MENGE_DI,0,
D50XX5KX,,UEBERBAU,130071000000000,
D50XX5KX,,FELD,0,
D50XX5KX,,LAENGS,0,
D50XX5KX,,QUER,130101200000000,
D50XX5KX,,HOCH,0,
D50XX5KX,,BEWERT_D,1,
D50XX5KX,,BEWERT_V,0,
D50XX5KX,,BEWERT_S,0,
D50XX5KX,,S_VERAEND,0,
D50XX5KX,,BEMERK1,0,text
D50XX5KX,,BEMERK2,0,text
D50XX5KX,,BEMERK3,0,text
D50XX5KX,,BEMERK4,0,text
D50XX5KX,,BEMERK5,0,text
D50XX5KX,,BEMERK6,0,text
D50XX5KX,,BWNR,B115,
D50XX5KX,,TEIL_BWNR,0,
D50XX5KX,,IBWNR,B115,
D50XX5KX,,IDENT,D50XX5KX,
D50XX5KX,,AMT,533,text
D50XX5KX,,PRUFJAHR,2022,year
D50XX5KX,,PRA,E,
D50XX5KX,,TEXT," , Maßnahme {4}",text
D50XX5KX,,BILD,\EP2022-S94.JPG,
D50XX5KX,,KONT_JN,2,
D50XX5KX,,NOT_KONST,0,
D50XX5KX,,KONVERT,0,
D50XX5KX,,SCHAD_ID,94.0,
D50XX5KX,,BSP_ID,231-24,
D50XX5KX,,BAUTLGRUP,390022210000000,
D50XX5KX,,DETAILKONT,0,
ZO114R01,,ID_NR,B115    0,
ZO114R01,,BAUTEIL,130011151000000,
ZO114R01,,KONTEIL,0,
ZO114R01,,ZWGRUPPE,130031136100000,
ZO114R01,,SCHADEN,130041220000000,
ZO114R01,,MENGE_ALL,130052600000000,
ZO114R01,,MENGE_DI,0,
ZO114R01,,UEBERBAU,130071000000000,
ZO114R01,,FELD,0,
ZO114R01,,LAENGS,130093200000000,
ZO114R01,,QUER,0,
ZO114R01,,HOCH,130115600000000,
ZO114R01,,BEWERT_D,2,
ZO114R01,,BEWERT_V,0,
ZO114R01,,BEWERT_S,1,
ZO114R01,,S_VERAEND,0,
ZO114R01,,BEMERK1,0,text
ZO114R01,,BEMERK2,0,text
ZO114R01,,BEMERK3,0,text
ZO114R01,,BEMERK4,0,text
ZO114R01,,BEMERK5,0,text
ZO114R01,,BEMERK6,0,text
ZO114R01,,BWNR,B115,
ZO114R01,,TEIL_BWNR,0,
ZO114R01,,IBWNR,B115,
ZO114R01,,IDENT,ZO114R01,
ZO114R01,,AMT,533,text
ZO114R01,,PRUFJAHR,2013,year
ZO114R01,,PRA,H,
ZO114R01,,TEXT," mit freiliegender Bewehrung
2 Stützenreihe, linke Stütze",text
ZO114R01,,BILD,\BINDEDRAHT UND SÄGMEHLANSAMMLUNG 2013.JPG,
ZO114R01,,KONT_JN,2,
ZO114R01,,NOT_KONST,0,
ZO114R01,,KONVERT,0,
ZO114R01,,SCHAD_ID,131.0,
ZO114R01,,BSP_ID,002-04,
ZO114R01,,BAUTLGRUP,390021100000000,
ZO114R01,,DETAILKONT,0,
MB0P75J5,,ID_NR,B115    0,
MB0P75J5,,LFDNR,25.0,
MB0P75J5,,BAUTEIL,130011900000000,
MB0P75J5,,KONTEIL,0,
MB0P75J5,,ZWGRUPPE,0,
MB0P75J5,,SCHADEN,130041450000000,
MB0P75J5,,MENGE_ALL,130051800000000,
MB0P75J5,,MENGE_DI,0,
MB0P75J5,,UEBERBAU,130071000000000,
MB0P75J5,,FELD,130081200000000,
MB0P75J5,,LAENGS,0,
MB0P75J5,,QUER,0,
MB0P75J5,,HOCH,0,
MB0P75J5,,BEWERT_D,0,
MB0P75J5,,BEWERT_V,0,
MB0P75J5,,BEWERT_S,0,
MB0P75J5,,S_VERAEND,0,
MB0P75J5,,BEMERK1,0,text
MB0P75J5,,BEMERK2,0,text
MB0P75J5,,BEMERK3,0,text
MB0P75J5,,BEMERK4,0,text
MB0P75J5,,BEMERK5,0,text
MB0P75J5,,BEMERK6,0,text
MB0P75J5,,BWNR,B115,
MB0P75J5,,TEIL_BWNR,0,
MB0P75J5,,IBWNR,B115,
MB0P75J5,,IDENT,MB0P75J5,
MB0P75J5,,AMT,533,text
MB0P75J5,,PRUFJAHR,2019,year
MB0P75J5,,PRA,H,
MB0P75J5,,BILD,\GRAFFITI.JPG,
MB0P75J5,,KONT_JN,2,
MB0P75J5,,NOT_KONST,0,
MB0P75J5,,KONVERT,0,
MB0P75J5,,SCHAD_ID,4.0,
MB0P75J5,,BSP_ID,020-01,
MB0P75J5,,BAUTLGRUP,390021200000000,
MB0P75J5,,DETAILKONT,0,
MB0P7U8Z,,ID_NR,B115    0,
MB0P7U8Z,,LFDNR,26.0,
MB0P7U8Z,,BAUTEIL,130011900000000,
MB0P7U8Z,,KONTEIL,0,
MB0P7U8Z,,ZWGRUPPE,130031136000000,
MB0P7U8Z,,SCHADEN,130041220000000,
MB0P7U8Z,,MENGE_ALL,130051500000000,
MB0P7U8Z,,MENGE_DI,0,
MB0P7U8Z,,UEBERBAU,130071000000000,
MB0P7U8Z,,FELD,130083700000000,
MB0P7U8Z,,LAENGS,0,
MB0P7U8Z,,QUER,0,
MB0P7U8Z,,HOCH,0,
MB0P7U8Z,,BEWERT_D,2,
MB0P7U8Z,,BEWERT_V,0,
MB0P7U8Z,,BEWERT_S,1,
MB0P7U8Z,,S_VERAEND,0,
MB0P7U8Z,,BEMERK1,0,text
MB0P7U8Z,,BEMERK2,0,text
MB0P7U8Z,,BEMERK3,0,text
MB0P7U8Z,,BEMERK4,0,text
MB0P7U8Z,,BEMERK5,0,text
MB0P7U8Z,,BEMERK6,0,text
MB0P7U8Z,,BWNR,B115,
MB0P7U8Z,,TEIL_BWNR,0,
MB0P7U8Z,,IBWNR,B115,
MB0P7U8Z,,IDENT,MB0P7U8Z,
MB0P7U8Z,,AMT,533,text
MB0P7U8Z,,PRUFJAHR,2019,year
MB0P7U8Z,,PRA,H,
MB0P7U8Z,,TEXT,Styropor in der Fuge Kammerwand-Überbau und Kragarm-Schürze,text
MB0P7U8Z,,BILD,\SCHALUNGSRESTE.JPG,
MB0P7U8Z,,KONT_JN,2,
MB0P7U8Z,,NOT_KONST,0,
MB0P7U8Z,,KONVERT,0,
MB0P7U8Z,,SCHAD_ID,55.0,
MB0P7U8Z,,BSP_ID,021-04,
MB0P7U8Z,,BAUTLGRUP,390021200000000,
MB0P7U8Z,,DETAILKONT,0,
QM0OJ58D,,ID_NR,B115    0,
QM0OJ58D,,LFDNR,61.0,
QM0OJ58D,,BAUTEIL,130011151000000,
QM0OJ58D,,KONTEIL,130022121114000,
QM0OJ58D,,ZWGRUPPE,0,
QM0OJ58D,,SCHADEN,130043225000000,
QM0OJ58D,,MENGE_ALL,130051500000000,
QM0OJ58D,,MENGE_DI,0,
QM0OJ58D,,UEBERBAU,130071000000000,
QM0OJ58D,,FELD,0,
QM0OJ58D,,LAENGS,0,
QM0OJ58D,,QUER,130101300000000,
QM0OJ58D,,HOCH,0,
QM0OJ58D,,BEWERT_D,1,
QM0OJ58D,,BEWERT_V,1,
QM0OJ58D,,BEWERT_S,1,
QM0OJ58D,,S_VERAEND,0,
QM0OJ58D,,BEMERK1,0,text
QM0OJ58D,,BEMERK2,0,text
QM0OJ58D,,BEMERK3,0,text
QM0OJ58D,,BEMERK4,0,text
QM0OJ58D,,BEMERK5,0,text
QM0OJ58D,,BEMERK6,0,text
QM0OJ58D,,BWNR,B115,
QM0OJ58D,,TEIL_BWNR,0,
QM0OJ58D,,IBWNR,B115,
QM0OJ58D,,IDENT,QM0OJ58D,
QM0OJ58D,,AMT,533,text
QM0OJ58D,,PRUFJAHR,2019,year
QM0OJ58D,,PRA,H,
QM0OJ58D,,TEXT,Halterungen an Pfosten ,text
QM0OJ58D,,KONT_JN,2,
QM0OJ58D,,NOT_KONST,0,
QM0OJ58D,,KONVERT,0,
QM0OJ58D,,SCHAD_ID,98.0,
QM0OJ58D,,BSP_ID,231-15,
QM0OJ58D,,BAUTLGRUP,390022210000000,
QM0OJ58D,,DETAILKONT,0,
ZO116Z6W,,ID_NR,B115    0,
ZO116Z6W,,BAUTEIL,130011151000000,
ZO116Z6W,,KONTEIL,0,
ZO116Z6W,,ZWGRUPPE,130031100000000,
ZO116Z6W,,SCHADEN,130044350000000,
ZO116Z6W,,MENGE_ALL,130052400000000,
ZO116Z6W,,MENGE_DI,0,
ZO116Z6W,,UEBERBAU,130071000000000,
ZO116Z6W,,FELD,0,
ZO116Z6W,,LAENGS,0,
ZO116Z6W,,QUER,130101200000000,
ZO116Z6W,,HOCH,130115600000000,
ZO116Z6W,,BEWERT_D,1,
ZO116Z6W,,BEWERT_V,0,
ZO116Z6W,,BEWERT_S,0,
ZO116Z6W,,S_VERAEND,0,
ZO116Z6W,,BEMERK1,130141440000000,text
ZO116Z6W,,BEMERK2,0,text
ZO116Z6W,,BEMERK3,0,text
ZO116Z6W,,BEMERK4,0,text
ZO116Z6W,,BEMERK5,0,text
ZO116Z6W,,BEMERK6,0,text
ZO116Z6W,,BWNR,B115,
ZO116Z6W,,TEIL_BWNR,0,
ZO116Z6W,,IBWNR,B115,
ZO116Z6W,,IDENT,ZO116Z6W,
ZO116Z6W,,AMT,533,text
ZO116Z6W,,PRUFJAHR,2013,year
ZO116Z6W,,PRA,H,
ZO116Z6W,,TEXT, ,text
ZO116Z6W,,BILD,\FREMDKÖRPEREINSCHLUß 2013.JPG,
ZO116Z6W,,KONT_JN,2,
ZO116Z6W,,NOT_KONST,0,
ZO116Z6W,,KONVERT,0,
ZO116Z6W,,SCHAD_ID,37.0,
ZO116Z6W,,BSP_ID,001-99,
ZO116Z6W,,BAUTLGRUP,390021100000000,
ZO116Z6W,,DETAILKONT,0,
GN0VNNZZ,,ID_NR,B115    0,
GN0VNNZZ,,LFDNR,42.0,
GN0VNNZZ,,BAUTEIL,130011151000000,
GN0VNNZZ,,KONTEIL,0,
GN0VNNZZ,,ZWGRUPPE,130031100000000,
GN0VNNZZ,,SCHADEN,130047110000000,
GN0VNNZZ,,MENGE_ALL,130052600000000,
